Código,Imagen,Categoría,Enlace,Name,Precio,Talla,Color
EP_00120,Vestido Lilak,Vestido,https://drive.google.com/uc?export=view&id=1HX4GC_IOrVx_I7N-7QqpWfc0pr3p_wqj,00120_VESTIDO_LILAK.png,85000,S-M,Negro Blanco
EP_00121,Vestido Angelo,Vestido,https://drive.google.com/uc?export=view&id=14XKFetACIDuyACQDkQiWOSMO-dw9n7bo,00121_VESTIDO_ANGELO.png,115000,Única,"Amarillo, Negro"
EP_00122,Conjunto Camelia,Conjunto,https://drive.google.com/uc?export=view&id=1bYJxZg8abmQQ4wt1jAOIjoVRi6gdcnxd,00122_CONJUNTO_CAMELIA.png,195000,S-M-L,Blanco
EP_00123,Conjunto Runnig,Conjunto,https://drive.google.com/uc?export=view&id=1WBJmmvInhZngSmXGZ0PRfW2BrUFSZyz7,00123_CONJUNTO_RUNNIG.png,170000,S-M-L,"Negro, Blanco, Azul, Cafe"
EP_00124,Conjunto Elena,Conjunto,https://drive.google.com/uc?export=view&id=1-WfTftFeSJcOEsCdNJc4VOna7Lb7ZuDJ,00124_CONJUNTO_ELENA.png,120000,S-L,"Cafe, Marron"
EP_00125,Conjunto 3520,Conjunto,https://drive.google.com/uc?export=view&id=1JRcPh-ytcFyv7rLh7HK30qXajPpkEbPL,00125_CONJUNTO_3520.png,370000,S-M-L,"Gris, Blanco"
EP_00126,Set Arana,Conjunto,https://drive.google.com/uc?export=view&id=179lU0lCFvAq_NHFeYe5x4A72CpLQup_i,00126_SET_ARANA.png,175000,S-M-L,"Cafe, Azul"
EP_00127,Set Ferrari,Conjunto,https://drive.google.com/uc?export=view&id=1XFkgJUZcTT-ePMktOBKtUtVzArLyJlov,00127_SET_FERRARI.png,170000,S-M-L,"Negro, Azul, Gris, Rosado"
EP_00128,Set Shelly,Conjunto,https://drive.google.com/uc?export=view&id=1may137aQB7rhJMDZ28B4DKEpSWodjb9n,00128_SET_SHELLY.png,140000,S-M-L,"Verde, Negro Azul, Cafe"
EP_00129,Set Amora,Conjunto,https://drive.google.com/uc?export=view&id=1GAZ-zzB4Tr0rFiqi5awoToJ1O4fuDv0K,00129_SET_AMORA.png,245000,S-M-L,"Negro Flores, Blanco, Beige, Verde"
EP_00130,Europа,Conjunto,https://drive.google.com/uc?export=view&id=1rJWZodg824hkdt15GIfASmqlE0zs_z-r,00130_EUROPА.png,150000,Única,"Azul, Naranja"
EP_00131,Сара Victoria,Conjunto,https://drive.google.com/uc?export=view&id=1wXV4t-MGfTkGJOgM5UFJ-yuWjVdsARxy,00131_САРА_VICTORIA.png,120000,Única,"Verde, Azul, Negro, Cafe"
EP_00132,Overol Bart,Conjunto,https://drive.google.com/uc?export=view&id=1Xs_uKQjJzQnpVBIG4y-dvl6xqm10zLq-,00132_OVEROL_BART.png,80000,6-8-10,"Negro, Blanco, Jean, Rosado"
EP_00134,Falda Globodry,Falda,https://drive.google.com/uc?export=view&id=1sH3jeY6ZpVw60Q7yRG6Sf2pHNjnxKVVX,00134_FALDA_GLOBODRY.png,95000,Única,"Gris, Negro, Cafe, Rojo"
EP_00135,Pantalon Palazzo,Pantalon,https://drive.google.com/uc?export=view&id=1iqrEhXNIGYMFXnnS6eGqaUOXm317TxVH,00135_PANTALON_PALAZZO.png,120000,S-M-L,"Camel, Habano, Negro, Marfil"
EP_00136,Blazer Carlo,Blazer,https://drive.google.com/uc?export=view&id=141_fpROHzyl4wcfNuGH-EOYpJQmxKsw8,00136_BLAZER_CARLO.png,145000,S-M-L,"Negro, Marfil, Azul, Habano"
EP_00137,Chaqueta Jean277,Chaqueta,https://drive.google.com/uc?export=view&id=17IGtr24G0EyUpNXLiMg-B1OzWqOljZiO,00137_CHAQUETA_JEAN277.png,235000,Única,Jean Azul
EP_00139,Buzo Sunny,Buzo,https://drive.google.com/uc?export=view&id=1AiO6aAZtymXKEorct6a4tJxQF-bMq8gA,00139_BUZO_SUNNY.png,90000,Única,"Azul bebé, Camel, Gris, Negro, Nude, Rojo, Tabaco, Verde militar"
EP_00140,Buzo Cher,Buzo,https://drive.google.com/uc?export=view&id=1ns5XqF7jIs7l34Ekq8NRsr0_28iWA7yo,00140_BUZO_CHER.png,85000,Única,"Avena, Habano, Marfil, Negro, Verde botella, Verde alga "
EP_00141,Chaqueta Ducati,Chaqueta,https://drive.google.com/uc?export=view&id=1q8_r-E6bBr8F2SGmaqG35BNDPTT8YMhz,00141_CHAQUETA_DUCATI.png,140000,S-M-L,"Negro, Camel, Gris, Rojo, Martil, Verde Militar"
EP_00142,Vestido 88231,Vestido,https://drive.google.com/uc?export=view&id=1fDQjSAw5jHTT5FfgFHALSsZTFYBHo-Hh,00142_VESTIDO_88231.png,140000,Única,"Negro, Blanco"
EP_00143,Camisa 616,Camisa,https://drive.google.com/uc?export=view&id=1pChu6rZOQ3AGEHARiAYYs64Dzb57IGWT,00143_CAMISA_616.png,165000,Única,"Blanco, Azul Cielo"
EP_00144,Pantalon  Gretta,Pantalon,https://drive.google.com/uc?export=view&id=1SguZf3D8bx0U9mgWg2uFMDBEhDokLQNr,00144_PANTALON_ GRETTA.png,115000,S-M-L,"Negro, Habano, Marfil, Verde Militar"
